"journal_name","best_quartile","sjr_rank","sjr_index","h_index","citescore","country","oa","publisher"
"13th KES International Conference on Sustainability and Energy in Buildings, SEB 2021","UNRANKED","","","","","","",""
"13th Mexican Conference on Pattern Recognition, MCPR 2021","UNRANKED","","","","","","",""
"13th PLAIS EuroSymposium on Digital Transformation, PLAIS EuroSymposium 2021","UNRANKED","","","","","","",""
"13th Textile Bioengineering and Informatics Symposium, TBIS 2020","UNRANKED","","","","","","",""
"14th ACM Conference on Recommender Systems, RecSys 2020","UNRANKED","","","","","","",""
"14th ACM International Conference on PErvasive Technologies Related to Assistive Environments, PETRA 2021","UNRANKED","","","","","","",""
"14th ACM SIGGRAPH Conference on Motion, Interaction, and Games, MIG 2021","UNRANKED","","","","","","",""
"14th ACM SIGSPATIAL International Workshop on Computational Transportation Science, IWCTS 2021","UNRANKED","","","","","","",""
"14th ACM Workshop on Wireless Network, Testbeds, Experimental Evaluation and CHaracterization, WiNTECH 2020","UNRANKED","","","","","","",""
"14th Biannual Conference of the Italian SIGCHI Chapter: Frontiers of HCI, CHItaly 2021","UNRANKED","","","","","","",""
"14th Brazilian Symposium on Bioinformatics, BSB 2021","UNRANKED","","","","","","",""
"14th CMI International Conference - Critical ICT Infrastructures and Platforms, CMI 2021","UNRANKED","","","","","","",""
"14th Conference on Transport Engineering, CIT 2021","UNRANKED","","","","","","",""
"14th European Conference on Game Based Learning, ECGBL 2020","UNRANKED","","","","","","",""
"14th IADIS International Conference Information Systems 2021","UNRANKED","","","","","","",""
"14th IEEE International Conference on Cloud Computing, CLOUD 2021","UNRANKED","","","","","","",""
"14th IEEE International Conference on Computer Research and Development, ICCRD 2022","UNRANKED","","","","","","",""
"14th IEEE International Conference on Industry Applications, INDUSCON 2021","UNRANKED","","","","","","",""
"14th IEEE Pacific Visualization Symposium, PacificVis 2021","UNRANKED","","","","","","",""
"14th IEEE/ACM International Conference on Utility and Cloud Computing, UCC 2021","UNRANKED","","","","","","",""
"14th IFIP WG 11.8 World Conference on Information Security Education, WISE 2021","UNRANKED","","","","","","",""
"14th Innovations in Software Engineering Conference, ISEC 2021","UNRANKED","","","","","","",""
"14th International Conference on Agents and Artificial Intelligence (ICAART)","UNRANKED","","","","","","",""
"14th International Conference on Algorithmic Aspects in Information and Management, AAIM 2020","UNRANKED","","","","","","",""
"14th International Conference on Applications of Fuzzy Systems, Soft Computing, and Artificial Intelligence Tools, ICAFS 2020","UNRANKED","","","","","","",""
"14th International Conference on Bioinformatics and Computational Biology, BICOB 2022","UNRANKED","","","","","","",""
"14th International Conference on Blended Learning, ICBL 2021","UNRANKED","","","","","","",""
"14th International Conference on Brain Informatics, BI 2021","UNRANKED","","","","","","",""
"14th International Conference on Cellular Automata for Research and Industry, ACRI 2020","UNRANKED","","","","","","",""
"14th International Conference on COMmunication Systems and NETworkS, COMSNETS 2022","UNRANKED","","","","","","",""
"14th International Conference on Computational Intelligence in Security for Information Systems (CISIS) / 12th International Conference on European Transnational Educational (ICEUTE)","UNRANKED","","","","","","",""
"14th International Conference on Developments in eSystems Engineering, DeSE 2021","UNRANKED","","","","","","",""
"14th International Conference on Human System Interaction, HSI 2021","UNRANKED","","","","","","",""
"14th International Conference on Information Security and Cryptology, ISCTURKEY 2021","UNRANKED","","","","","","",""
"14th International Conference on Intelligent Computer Mathematics, CICM 2021","UNRANKED","","","","","","",""
"14th International Conference on Intelligent Robotics and Applications, ICIRA 2021","UNRANKED","","","","","","",""
"14th International Conference on Interactive Mobile Communication, Technologies and Learning, IMCL 2021","UNRANKED","","","","","","",""
"14th International Conference on Knowledge and Smart Technology, KST 2022","UNRANKED","","","","","","",""
"14th International Conference on Knowledge Science, Engineering and Management, KSEM 2021","UNRANKED","","","","","","",""
"14th International Conference on Measuring Technology and Mechatronics Automation, ICMTMA 2022","UNRANKED","","","","","","",""
"14th International Conference on Security of Information and Networks, SIN 2021","UNRANKED","","","","","","",""
"14th International Conference on Similarity Search and Applications, SISAP 2021","UNRANKED","","","","","","",""
"14th International Conference on Theory and Practice of Electronic Governance, ICEGOV 2021","UNRANKED","","","","","","",""
"14th International Conference Space and Biosphere 2021","UNRANKED","","","","","","",""
"14th International Congress on Image and Signal Processing, BioMedical Engineering and Informatics, CISP-BMEI 2021","UNRANKED","","","","","","",""
"14th International Engineering and Computing Research Conference Shaping the Future through Multidisciplinary Research","UNRANKED","","","","","","",""
"14th International Scientific and Practical Conference on State and Prospects for theDevelopment of Agribusiness, INTERAGROMASH 2021","UNRANKED","","","","","","",""
"14th International Scientific Conference on Precision Agriculture and Agricultural Machinery Industry , INTERAGROMASH 2021","UNRANKED","","","","","","",""
"14th International Scientific Conference on Sustainable, Modern and Safe Transport, TRANSCOM 2021","UNRANKED","","","","","","",""
"14th Rule Challenge, Doctoral Consortium, and Industry Track, RuleML+RR 2020","UNRANKED","","","","","","",""
"14th Seminar on Ontology Research in Brazil, ONTOBRAS 2021 and 5th Doctoral and Masters Consortium on Ontologies, WTDO 2021","UNRANKED","","","","","","",""
"14th WCEAM Proceedings","UNRANKED","","","","","","",""
"15. ITG-Fachkonferenz Breitbandversorgung in Deutschland - 15th ITG Expert Conference on Broadband Coverage in Germany","UNRANKED","","","","","","",""
"151st Annual Meeting and Exhibition of The Minerals, Metals and Materials Society, TMS 2022","UNRANKED","","","","","","",""
"15th ACM Conference on Recommender Systems, RecSys 2021","UNRANKED","","","","","","",""
"15th ACM International Conference on Distributed and Event-Based Systems, DEBS 2021","UNRANKED","","","","","","",""
"15th ACM International Conference on Web Search and Data Mining, WSDM 2022","UNRANKED","","","","","","",""
"15th ACM/IEEE International Symposium on Empirical Software Engineering and Measurement, ESEM 2021","UNRANKED","","","","","","",""
"15th Annual Conference on Health Informatics meets Digital Health, dHealth 2021","UNRANKED","","","","","","",""
"15th Annual IEEE International Systems Conference, SysCon 2021","UNRANKED","","","","","","",""
"15th CCF Conference on Computer Supported Cooperative Work and Social Computing, Chinese CSCW 2020","UNRANKED","","","","","","",""
"15th EAI International Conference on Pervasive Computing Technologies for Healthcare, Pervasive Health 2021","UNRANKED","","","","","","",""
"15th Economics and Finance Conference","UNRANKED","","","","","","",""
"15th European Conference on Game Based Learning, ECGBL 2021","UNRANKED","","","","","","",""
"15th European Conference on Technology Enhanced Learning, EC-TEL 2020","UNRANKED","","","","","","",""
"15th IEEE International Conference on Application of Information and Communication Technologies, AICT 2021","UNRANKED","","","","","","",""
"15th IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2021","UNRANKED","","","","","","",""
"15th IEEE International Scientific and Technical Conference on Computer Sciences and Information Technologies, CSIT 2020","UNRANKED","","","","","","",""
"15th IEEE International Symposium on Applied Computational Intelligence and Informatics, SACI 2021","UNRANKED","","","","","","",""
"15th IEEE International Workshop of Electronics, Control, Measurement, Signals and their application to Mechatronics, ECMSM 2021","UNRANKED","","","","","","",""
"15th IEEE Malaysia International Conference on Communications, MICC 2021","UNRANKED","","","","","","",""
"15th IFIP WG 11.12 International Symposium on Human Aspects of Information Security and Assurance, HAISA 2021","UNRANKED","","","","","","",""
"15th Innovations in Software Engineering Conference, ISEC 2022","UNRANKED","","","","","","",""
"15th International Conference e-Learning, EL 2021 - Held at the 15th Multi-Conference on Computer Science and Information Systems, MCCSIS 2021","UNRANKED","","","","","","",""
"15th International Conference on Advanced Computing and Applications, ACOMP 2021","UNRANKED","","","","","","",""
"15th International Conference on Broadband and Wireless Computing, Communication and Applications, BWCCA 2020, held in conjunction with the 15th International Conference on P2P, Parallel, Grid, Cloud and Internet Computing, 3PGCIC 2020","UNRANKED","","","","","","",""
"15th International Conference on Business Excellence (ICBE) - Digital Economy and New Value Creation","UNRANKED","","","","","","",""
"15th International Conference on Complex, Intelligent, and Software Intensive Systems, CISIS 2021","UNRANKED","","","","","","",""
"15th International Conference on Computer Science and Education, ICCSE 2020","UNRANKED","","","","","","",""
"15th International Conference on Ecological Vehicles and Renewable Energies, EVER 2020","UNRANKED","","","","","","",""
"15th International Conference on Innovative Mobile and Internet Services in Ubiquitous Computing, IMIS 2021","UNRANKED","","","","","","",""
"15th International Conference on Interdisciplinarity in Engineering, INTER-ENG 2021","UNRANKED","","","","","","",""
"15th International Conference on Knowledge Management in Organizations, KMO 2021","UNRANKED","","","","","","",""
"15th International Conference on Learning and Intelligent Optimization, LION 15 2021","UNRANKED","","","","","","",""
"15th International Conference on Metadata and Semantics Research, MTSR 2021","UNRANKED","","","","","","",""
"15th International Conference on Network and System Security, NSS 2021","UNRANKED","","","","","","",""
"15th International Conference on Open Source Systems and Technologies, ICOSST 2021","UNRANKED","","","","","","",""
"15th International Conference on P2P, Parallel, Grid, Cloud and Internet Computing, 3PGCIC 2020, held in conjunction with the 15th International Conference on Broadband and Wireless Computing, Communication and Applications, BWCCA 2020","UNRANKED","","","","","","",""
"15th International Conference on Quality Control by Artificial Vision","UNRANKED","","","","","","",""
"15th International Conference on Research Challenges in Information Science, RCIS 2021","UNRANKED","","","","","","",""
"15th International Conference on Universal Access in Human-Computer Interaction, UAHCI 2021, held as part of the 23rd International Conference, HCI International 2021","UNRANKED","","","","","","",""
